"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","POL","Poland","2016","2016",3581.93898,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","POL","Poland","2017","2017",3773.74354,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","POL","Poland","2018","2018",3968.15904,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","POL","Poland","2019","2019",4329.62353,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","KGZ","Kyrgyzstan","2017","2017",22.63939,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","WSM","Samoa","2016","2016",3.01263,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","PAK","Pakistan","2017","2017",415.47628,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MCO","Monaco","2016","2016",10.228,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MCO","Monaco","2019","2019",11.26427,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MCO","Monaco","2021","2021",58.29096,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","VCT","Saint Vincent and the Grenadines","2016","2016",7.25926,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","VCT","Saint Vincent and the Grenadines","2017","2017",7.25926,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","VCT","Saint Vincent and the Grenadines","2018","2018",7.25926,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AUT","Austria","2016","2016",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AUT","Austria","2017","2017",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AUT","Austria","2018","2018",,"a","Category not applicable"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AUT","Austria","2019","2019",,"n","Magnitude nil or negligible"
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","TUR","Türkiye","2016","2016",14431.45446,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","TUR","Türkiye","2017","2017",13515.58899,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","TUR","Türkiye","2018","2018",11612.38342,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","TUR","Türkiye","2019","2019",10171.21398,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ARG","Argentina","2016","2016",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ARG","Argentina","2017","2017",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ARG","Argentina","2018","2018",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ARG","Argentina","2019","2019",212.96884,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ARG","Argentina","2020","2020",141.3277,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","BMU","Bermuda","2017","2017",15.52776,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","JOR","Jordan","2016","2016",640.66296,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","JOR","Jordan","2017","2017",623.67154,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","JOR","Jordan","2018","2018",640.12609,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","JOR","Jordan","2019","2019",625.32005,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","JOR","Jordan","2021","2021",682.10273,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","SLE","Sierra Leone","2016","2016",3.62966,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","SLE","Sierra Leone","2017","2017",18.14676,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","SLE","Sierra Leone","2018","2018",33.65385,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","SLE","Sierra Leone","2019","2019",35.35206,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","SLE","Sierra Leone","2020","2020",37.43973,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","SLE","Sierra Leone","2021","2021",35.07329,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","BRN","Brunei Darussalam","2016","2016",4.22494,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","GRC","Greece","2016","2016",36.75918,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","GRC","Greece","2017","2017",27.41298,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","GRC","Greece","2018","2018",41.6604,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","GRC","Greece","2019","2019",30.28776,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","LUX","Luxembourg","2017","2017",2291.03007,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","LUX","Luxembourg","2018","2018",2600.11123,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","LUX","Luxembourg","2019","2019",2611.15582,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","SYC","Seychelles","2016","2016",13.64665,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","NOR","Norway","2016","2016",129.87938,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","NOR","Norway","2017","2017",148.76216,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","NOR","Norway","2018","2018",157.93421,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","NOR","Norway","2019","2019",159.41803,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","KOR","Republic of Korea","2016","2016",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","KOR","Republic of Korea","2017","2017",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","KOR","Republic of Korea","2018","2018",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","KOR","Republic of Korea","2019","2019",,"n","Magnitude nil or negligible"
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MWI","Malawi","2016","2016",65.08891,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CHL","Chile","2016","2016",3889.00289,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CHL","Chile","2017","2017",4268.54564,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CHL","Chile","2018","2018",4578.30849,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CHL","Chile","2019","2019",4481.80733,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","SVN","Slovenia","2016","2016",2145.52282,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","SVN","Slovenia","2017","2017",2322.81975,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","SVN","Slovenia","2018","2018",2673.44232,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","SVN","Slovenia","2019","2019",2660.33889,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","LSO","Lesotho","2018","2018",8.01112,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","BEL","Belgium","2016","2016",12644.04202,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","BEL","Belgium","2017","2017",13231.06791,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","BEL","Belgium","2018","2018",14058.73351,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","BEL","Belgium","2019","2019",13607.61599,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","GIN","Guinea","2016","2016",80.23638,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","GIN","Guinea","2017","2017",87.88258,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","GIN","Guinea","2018","2018",48.90134,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","SLV","El Salvador","2016","2016",,"a","Category not applicable"
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","SLV","El Salvador","2017","2017",,"a","Category not applicable"
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","SLV","El Salvador","2018","2018",,"a","Category not applicable"
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","SLV","El Salvador","2019","2019",,"a","Category not applicable"
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","MDA","Republic of Moldova","2016","2016",73.43612,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","MDA","Republic of Moldova","2017","2017",80.07543,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","MDA","Republic of Moldova","2018","2018",74.17123,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","MDA","Republic of Moldova","2019","2019",114.70528,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","MDA","Republic of Moldova","2020","2020",108.9211,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","MDA","Republic of Moldova","2021","2021",110.5278,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MUS","Mauritius","2016","2016",586.20463,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MUS","Mauritius","2017","2017",614.45224,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MUS","Mauritius","2018","2018",641.03546,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MUS","Mauritius","2019","2019",669.28839,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MUS","Mauritius","2020","2020",628.33383,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MUS","Mauritius","2021","2021",532.93144,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PRT","Portugal","2017","2017",11102.44058,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PRT","Portugal","2018","2018",11328.51619,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PRT","Portugal","2019","2019",11111.43132,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","RWA","Rwanda","2016","2016",2.05739,"‡","UIS Estimation"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","RWA","Rwanda","2018","2018",8.70934,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","RWA","Rwanda","2021","2021",11.18416,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","CPV","Cabo Verde","2016","2016",0.931,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","CPV","Cabo Verde","2017","2017",0.94891,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","CPV","Cabo Verde","2019","2019",0.49961,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","EST","Estonia","2016","2016",33.28126,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","EST","Estonia","2017","2017",26.62546,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","EST","Estonia","2018","2018",27.29776,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","EST","Estonia","2019","2019",25.91583,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CZE","Czechia","2016","2016",1443.16511,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CZE","Czechia","2017","2017",1753.47859,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CZE","Czechia","2018","2018",2104.37991,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CZE","Czechia","2019","2019",2309.66892,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","NER","Niger","2016","2016",31.37512,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","NER","Niger","2017","2017",31.03942,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","NER","Niger","2018","2018",12.4968,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","ABW","Aruba","2016","2016",,"a","Category not applicable"
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","VUT","Vanuatu","2017","2017",17.80856,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","VUT","Vanuatu","2019","2019",4.45799,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","VUT","Vanuatu","2020","2020",4.5829,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GEO","Georgia","2016","2016",544.17531,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GEO","Georgia","2017","2017",580.59135,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GEO","Georgia","2018","2018",619.59736,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GEO","Georgia","2019","2019",675.52348,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GEO","Georgia","2021","2021",677.65963,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ECU","Ecuador","2016","2016",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ECU","Ecuador","2018","2018",,"a","Category not applicable"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ECU","Ecuador","2019","2019",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ECU","Ecuador","2020","2020",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ECU","Ecuador","2021","2021",,"n","Magnitude nil or negligible"
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","HND","Honduras","2016","2016",,"a","Category not applicable"
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","HND","Honduras","2017","2017",,"a","Category not applicable"
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","HND","Honduras","2018","2018",,"a","Category not applicable"
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","HND","Honduras","2019","2019",,"a","Category not applicable"
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","ISR","Israel","2016","2016",5750.45349,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","ISR","Israel","2017","2017",6596.36994,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","ISR","Israel","2018","2018",7156.54756,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","ISR","Israel","2019","2019",7586.41956,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","BRA","Brazil","2016","2016",21168.09969,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","BRA","Brazil","2017","2017",24580.89867,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","BRA","Brazil","2018","2018",21737.08441,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","BRA","Brazil","2019","2019",20147.98783,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JPN","Japan","2016","2016",29142.04686,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JPN","Japan","2017","2017",32548.21834,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JPN","Japan","2018","2018",31083.25967,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JPN","Japan","2019","2019",32379.55044,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ZAF","South Africa","2016","2016",18875.7051,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ZAF","South Africa","2017","2017",18116.49326,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ZAF","South Africa","2018","2018",21529.00593,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ZAF","South Africa","2019","2019",23957.3784,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ZAF","South Africa","2020","2020",24024.33328,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ZAF","South Africa","2021","2021",22154.8081,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","LTU","Lithuania","2016","2016",468.29086,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","LTU","Lithuania","2017","2017",484.21411,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","LTU","Lithuania","2018","2018",539.84974,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","LTU","Lithuania","2019","2019",561.94262,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","BFA","Burkina Faso","2017","2017",794.00617,"‡","UIS Estimation"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","BFA","Burkina Faso","2018","2018",872.1434,"‡","UIS Estimation"
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LCA","Saint Lucia","2016","2016",24.84142,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LCA","Saint Lucia","2017","2017",23.95577,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LCA","Saint Lucia","2018","2018",23.35802,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LCA","Saint Lucia","2019","2019",23.29604,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LCA","Saint Lucia","2020","2020",23.84326,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","COL","Colombia","2016","2016",4556.10133,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","COL","Colombia","2017","2017",4951.92911,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","COL","Colombia","2018","2018",4863.53485,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","COL","Colombia","2019","2019",5226.28454,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","COL","Colombia","2020","2020",5166.42257,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","USA","United States of America","2016","2016",158808.038,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","USA","United States of America","2017","2017",166900.77208,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","USA","United States of America","2018","2018",172750.71662,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","USA","United States of America","2019","2019",180840.39839,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AZE","Azerbaijan","2016","2016",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AZE","Azerbaijan","2017","2017",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AZE","Azerbaijan","2018","2018",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AZE","Azerbaijan","2019","2019",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","AZE","Azerbaijan","2020","2020",,"+; n","National Estimation; Magnitude nil or negligible"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","LSO","Lesotho","2017","2017",172.43841,"‡","UIS Estimation"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","LSO","Lesotho","2018","2018",168.01397,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","AUS","Australia","2016","2016",2819.69719,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","AUS","Australia","2017","2017",3897.84081,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","AUS","Australia","2018","2018",4734.43919,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","AUS","Australia","2019","2019",4426.34638,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","SMR","San Marino","2017","2017",17.88929,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","SMR","San Marino","2018","2018",18.70531,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","SMR","San Marino","2019","2019",19.93111,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","SMR","San Marino","2020","2020",19.07417,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","CYP","Cyprus","2016","2016",281.34191,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","CYP","Cyprus","2017","2017",295.04947,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","CYP","Cyprus","2019","2019",296.12085,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","NLD","Netherlands","2016","2016",9117.11154,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","NLD","Netherlands","2017","2017",9582.68664,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","NLD","Netherlands","2018","2018",10570.5514,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","NLD","Netherlands","2019","2019",10477.75317,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HTI","Haiti","2016","2016",195.248,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HTI","Haiti","2017","2017",226.16892,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HTI","Haiti","2018","2018",268.55819,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","MLT","Malta","2016","2016",39.89316,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","MLT","Malta","2017","2017",43.59833,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","MLT","Malta","2019","2019",61.34472,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","CRI","Costa Rica","2016","2016",236.5794,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","CRI","Costa Rica","2017","2017",256.15373,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","CRI","Costa Rica","2018","2018",189.10803,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","CRI","Costa Rica","2019","2019",178.41489,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","CRI","Costa Rica","2020","2020",154.92026,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","MRT","Mauritania","2016","2016",69.54136,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","MRT","Mauritania","2019","2019",70.45016,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","MRT","Mauritania","2020","2020",75.24058,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","MRT","Mauritania","2021","2021",94.301,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","ITA","Italy","2016","2016",13692.39704,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","ITA","Italy","2017","2017",14745.27652,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","ITA","Italy","2018","2018",16196.55491,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","ITA","Italy","2019","2019",15636.30731,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","HKG","China, Hong Kong Special Administrative Region","2016","2016",2173.43069,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","HKG","China, Hong Kong Special Administrative Region","2017","2017",2303.82747,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","HKG","China, Hong Kong Special Administrative Region","2018","2018",2506.54417,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","HKG","China, Hong Kong Special Administrative Region","2019","2019",2740.44779,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","HKG","China, Hong Kong Special Administrative Region","2020","2020",3058.23198,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","HKG","China, Hong Kong Special Administrative Region","2021","2021",3309.9572,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","AND","Andorra","2016","2016",15.24809,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","AND","Andorra","2017","2017",15.77385,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","AND","Andorra","2018","2018",17.30476,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","AND","Andorra","2019","2019",16.46603,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2016","2016",5935.964,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2017","2017",6604.44264,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2018","2018",7423.65134,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2019","2019",6929.67206,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NPL","Nepal","2016","2016",950.85388,"‡","UIS Estimation"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NPL","Nepal","2017","2017",1169.11791,"‡","UIS Estimation"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NPL","Nepal","2018","2018",1284.73056,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","UKR","Ukraine","2016","2016",787.25886,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","UKR","Ukraine","2017","2017",1060.6639,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","UKR","Ukraine","2018","2018",1168.5919,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","UKR","Ukraine","2019","2019",1394.61124,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","UKR","Ukraine","2020","2020",1393.29683,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","JOR","Jordan","2016","2016",162.87183,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","JOR","Jordan","2017","2017",161.08239,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","JOR","Jordan","2018","2018",146.2536,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","JOR","Jordan","2019","2019",169.66048,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","JOR","Jordan","2021","2021",200.61845,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MDG","Madagascar","2016","2016",318.39514,"‡","UIS Estimation"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MDG","Madagascar","2018","2018",391.34892,"‡","UIS Estimation"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","POL","Poland","2016","2016",,"n","Magnitude nil or negligible"
